old_tapPos,new_tapPos,sTime,eTime,stayTime,ElePower,ampereA1,ampereB1,ampereC1,ampereA2,ampereB2,ampereC2,voltageA1,voltageB1,voltageC1,voltageA2,voltageB2,voltageC2,pfA,pfB,pfC,epiA,epiB,epiC,trTemp
11,10,2018-11-01 00:00:00,2018-11-01 01:03:35,3815,12110.0,507.0,510.0,524.0,78206.0,78599.0,80796.0,22603.0,22597.0,22740.0,62.0,62.0,65.0,947.0,913.0,945.0,577.0,400.0,535.0,80.3
10,1,2018-11-01 01:03:36,2018-11-01 01:13:37,601,11709.0,460.0,470.0,516.0,68524.0,70146.0,76970.0,22712.0,22632.0,22872.0,57.0,67.0,60.0,897.0,887.0,962.0,398.0,207.0,446.0,79.8
1,10,2018-11-01 01:13:38,2018-11-01 01:23:39,601,6104.0,213.0,222.0,239.0,24380.5,25463.5,27282.5,23353.0,23359.0,23461.0,45.0,48.0,41.0,848.0,895.0,935.0,396.0,520.0,446.0,69.7
10,9,2018-11-01 01:23:40,2018-11-01 02:06:12,2552,12450.0,440.0,467.0,505.0,65555.0,69594.0,75247.0,22749.0,22671.0,22977.0,61.0,71.0,58.0,830.0,871.0,943.0,332.0,176.0,420.0,75.0
9,10,2018-11-01 02:06:13,2018-11-01 03:04:06,3473,8726.5,528.0,525.0,527.0,76064.0,75582.0,75959.0,22410.0,22415.0,22533.0,51.0,44.0,51.0,999.0,988.0,993.0,356.0,253.0,436.0,76.6
10,11,2018-11-01 03:04:07,2018-11-01 03:19:05,898,10203.0,498.0,509.0,530.0,74141.0,75831.0,78982.0,22415.0,22445.0,22615.0,55.0,56.0,57.0,977.0,952.0,986.0,589.0,446.0,635.0,79.4
11,12,2018-11-01 03:19:06,2018-11-01 05:44:25,8719,11369.5,498.0,521.0,529.0,76733.0,80300.0,81547.0,22569.0,22567.0,22667.0,61.0,62.0,60.0,952.0,942.0,969.0,621.0,521.0,724.0,79.3
12,11,2018-11-01 05:44:26,2018-11-01 05:54:27,601,12387.0,514.0,532.0,539.0,82095.0,85058.0,86040.0,22604.0,22660.0,22603.0,65.0,64.0,67.0,943.0,922.0,953.0,659.0,520.0,802.0,78.7
11,10,2018-11-01 05:54:28,2018-11-01 06:05:33,665,11193.0,511.0,527.0,534.0,78728.0,81195.0,82329.0,22569.5,22610.0,22571.0,60.0,59.0,62.0,967.5,942.0,975.0,619.0,483.0,787.0,78.7
10,11,2018-11-01 06:05:34,2018-11-01 06:15:44,610,10468.0,478.0,510.0,515.0,71054.0,75970.0,76696.0,22824.0,22863.0,22815.0,58.0,58.0,59.0,960.0,954.0,984.0,568.0,444.0,766.0,78.7
11,10,2018-11-01 06:15:45,2018-11-01 06:25:46,601,11726.0,487.0,524.0,524.0,75101.0,80786.0,80745.0,22683.0,22725.0,22712.0,63.0,64.0,60.0,932.0,939.0,964.0,535.0,454.0,749.0,78.7
10,9,2018-11-01 06:25:47,2018-11-01 08:07:20,6093,11819.0,492.0,505.0,511.0,73324.0,75223.5,76132.5,22577.0,22549.0,22649.0,58.0,59.0,59.0,932.0,912.0,946.0,248.0,229.0,490.0,77.6
9,10,2018-11-01 08:07:21,2018-11-01 08:17:22,601,9375.0,498.0,510.0,515.0,71750.0,73431.0,74244.0,22558.0,22507.0,22551.0,52.0,49.0,53.0,987.0,974.0,988.0,373.0,350.0,489.0,77.1
10,11,2018-11-01 08:17:23,2018-11-01 09:04:53,2850,9799.0,525.0,532.0,536.0,78234.0,79312.0,79879.0,22577.0,22549.0,22443.0,55.0,51.0,56.0,989.0,977.0,987.0,485.0,482.0,648.0,79.3
11,10,2018-11-01 09:04:54,2018-11-01 11:19:33,8079,11433.0,516.0,524.0,529.0,79582.0,80782.5,81489.5,22737.0,22776.0,22713.0,61.0,59.0,63.0,965.0,944.0,966.0,572.0,505.0,752.0,80.4
10,11,2018-11-01 11:19:34,2018-11-01 12:16:24,3410,10078.0,514.0,525.0,525.0,76514.0,78145.0,78195.0,22820.0,22818.0,22768.0,57.0,53.0,58.0,985.0,974.0,985.0,521.0,477.0,696.0,80.1
11,10,2018-11-01 12:16:25,2018-11-01 12:26:26,601,11621.0,533.0,545.0,539.0,82189.0,84015.0,83098.0,22764.0,22729.0,22722.0,62.0,57.0,61.0,965.0,955.0,959.0,439.0,477.0,675.0,80.2
10,9,2018-11-01 12:26:27,2018-11-01 14:00:13,5626,11853.0,504.0,503.0,513.0,75063.0,74872.0,76403.0,22640.0,22626.0,22700.0,59.0,59.0,60.0,934.0,916.0,940.0,215.0,292.0,374.0,81.0
9,8,2018-11-01 14:00:14,2018-11-01 14:10:15,601,10846.0,516.0,516.0,438.0,74396.0,74305.0,63125.0,22646.0,22709.0,22679.0,66.0,41.0,59.0,975.0,993.0,854.0,193.0,181.0,341.0,80.8
8,9,2018-11-01 14:10:16,2018-11-01 14:20:17,601,7681.0,511.0,505.0,504.0,71271.0,70464.0,70337.0,22398.0,22429.0,22507.0,48.0,41.0,48.0,999.0,996.0,996.0,192.0,181.0,341.0,80.3
9,8,2018-11-01 14:20:18,2018-11-01 14:30:19,601,8115.0,543.0,540.0,536.0,78171.0,77798.0,77200.0,22336.0,22256.0,22302.0,49.0,42.0,49.0,999.0,998.0,996.0,192.0,180.0,341.0,80.9
8,9,2018-11-01 14:30:20,2018-11-01 14:40:21,601,7515.5,512.0,505.0,503.0,71466.5,70481.0,70215.0,22450.0,22427.0,22525.0,48.0,41.0,48.0,999.0,998.0,997.0,192.0,180.0,341.0,81.5
9,10,2018-11-01 14:40:22,2018-11-01 14:50:23,601,7842.0,542.0,541.0,540.0,78078.0,77868.0,77777.0,22264.0,22269.0,22397.0,49.0,43.0,49.0,999.0,998.0,999.0,207.0,204.0,341.0,84.7
10,11,2018-11-01 14:50:24,2018-11-01 15:00:25,601,10574.0,493.0,504.0,523.0,73444.0,75014.0,77821.0,22379.0,22401.5,22585.0,56.0,57.0,56.0,963.0,944.0,980.0,493.0,462.0,561.0,85.8
11,12,2018-11-01 15:00:26,2018-11-01 15:10:27,601,11490.0,490.0,530.0,532.0,75530.0,81624.0,81956.0,22514.0,22566.0,22736.0,63.0,63.0,58.0,936.0,947.0,969.0,677.0,490.0,717.0,85.8
12,11,2018-11-01 15:10:29,2018-11-01 16:56:34,6365,12374.0,514.0,523.0,529.0,82130.0,83534.0,84484.0,22480.0,22445.0,22591.0,66.0,64.0,66.0,942.0,921.0,940.0,673.0,548.0,745.0,85.7
11,10,2018-11-01 16:56:35,2018-11-01 18:04:08,4053,12024.0,502.0,516.0,519.0,77376.0,79540.5,80051.0,22568.0,22543.0,22702.0,62.0,62.0,62.0,941.0,922.0,946.0,495.0,481.0,664.0,82.7
10,9,2018-11-01 18:04:09,2018-11-01 19:19:45,4536,12052.0,507.0,512.0,523.0,75537.0,76252.0,77887.0,22581.0,22556.0,22719.0,58.0,58.0,59.0,937.0,901.0,937.0,260.0,144.0,334.0,82.1
9,8,2018-11-01 19:19:46,2018-11-01 19:55:23,2137,11685.0,478.0,502.0,502.0,68841.0,72247.0,72294.0,22748.0,22719.0,22916.0,58.0,56.0,55.0,918.0,915.0,928.0,286.0,136.0,366.0,80.9
8,9,2018-11-01 19:55:24,2018-11-01 20:05:25,601,11341.0,414.0,455.0,423.0,57934.0,63578.0,59120.0,22918.0,22963.0,23047.0,66.0,54.0,55.0,885.0,912.0,848.0,316.0,136.0,374.0,79.9
9,8,2018-11-01 20:05:26,2018-11-01 20:15:27,601,9742.0,508.0,550.0,492.0,73058.0,79201.0,70742.0,22374.5,22471.0,22509.0,58.0,46.0,48.0,967.0,996.0,963.0,226.0,257.0,392.0,79.3
8,10,2018-11-01 20:15:28,2018-11-01 20:25:29,601,8913.5,466.0,504.0,472.0,64975.0,70217.0,65969.0,22535.5,22538.0,22545.5,54.0,47.0,47.0,970.5,990.0,982.0,197.0,308.0,403.0,79.3
10,11,2018-11-01 20:25:30,2018-11-01 20:55:46,1816,10535.0,502.0,518.0,538.0,74745.0,77228.0,80190.0,22746.0,22650.0,22638.0,56.0,56.0,57.0,967.0,959.0,981.0,549.0,459.0,568.0,82.0
11,12,2018-11-01 20:55:47,2018-11-01 21:15:03,1156,11561.0,501.0,511.0,526.0,77217.0,78772.0,81141.0,22525.0,22461.0,22615.0,61.0,62.0,62.0,947.0,930.0,960.0,617.0,510.0,694.0,82.0
12,11,2018-11-01 21:15:04,2018-11-01 21:36:55,1311,12506.0,515.0,527.0,535.0,82244.0,84183.0,85403.0,22549.0,22491.0,22676.0,66.0,65.0,66.0,936.0,920.0,943.0,638.0,527.0,749.0,82.0
11,10,2018-11-01 21:36:56,2018-11-01 23:51:07,8051,11758.0,504.0,519.0,520.0,77747.0,80033.0,80135.0,22649.0,22626.0,22639.0,63.0,61.0,62.0,940.0,939.0,951.0,507.0,507.0,654.0,80.8
10,9,2018-11-01 23:51:08,2018-11-02 02:02:51,7903,12478.0,493.0,498.0,517.0,73485.0,74121.5,77003.5,22656.0,22666.0,22649.0,60.0,60.0,61.0,906.0,886.0,917.0,306.5,189.0,346.0,79.8
9,10,2018-11-02 02:02:52,2018-11-02 02:26:35,1423,8933.0,515.0,524.0,518.0,73937.0,75536.0,74619.0,22418.0,22337.0,22407.0,52.0,46.0,49.0,990.0,991.0,991.0,345.0,366.0,372.0,79.2
10,11,2018-11-02 02:26:36,2018-11-02 03:01:13,2077,9989.0,520.0,527.0,542.0,77530.0,78472.0,80775.0,22351.0,22291.0,22388.0,54.0,54.0,55.0,981.0,969.0,987.0,466.0,519.0,559.0,81.1
11,10,2018-11-02 03:01:14,2018-11-02 06:14:19,11585,11140.0,505.0,517.0,525.0,77876.0,79789.0,80904.0,22422.0,22367.0,22476.5,61.0,60.0,60.0,960.0,949.0,965.0,685.0,622.0,720.0,80.2
10,9,2018-11-02 06:14:20,2018-11-02 08:31:03,8203,11552.0,498.0,504.0,515.0,74155.0,75037.5,76725.5,22384.0,22333.0,22455.0,57.0,59.0,59.0,936.0,912.0,951.0,370.0,354.0,462.0,79.2
9,10,2018-11-02 08:31:04,2018-11-02 08:41:05,601,10791.0,439.0,517.0,416.0,63146.0,74517.0,59892.0,22432.0,22612.0,22560.0,74.0,47.0,50.0,917.0,993.0,803.0,396.0,355.0,399.0,76.6
10,11,2018-11-02 08:41:06,2018-11-02 09:27:13,2767,10206.0,522.0,524.0,533.0,77726.0,78012.0,79357.0,22419.0,22449.0,22554.0,54.0,56.0,56.0,974.0,968.0,986.0,322.0,611.0,617.0,79.8
11,10,2018-11-02 09:27:14,2018-11-02 10:56:51,5377,11305.0,512.0,521.0,531.0,78915.0,80266.0,81887.0,22763.0,22709.0,22823.0,61.0,60.0,62.0,964.0,947.0,968.0,746.0,638.0,785.0,81.0
10,11,2018-11-02 10:56:52,2018-11-02 11:23:45,1613,10204.0,506.0,521.0,508.0,75306.0,77550.0,75735.0,22738.0,22757.0,22807.0,59.0,54.0,57.0,980.0,974.0,972.0,637.0,567.0,751.0,81.0
11,10,2018-11-02 11:23:46,2018-11-02 11:35:46,720,11750.0,524.0,531.0,525.0,80825.0,81929.0,80942.0,22767.0,22799.0,22848.0,63.0,59.0,62.0,958.0,945.0,954.0,555.0,623.0,722.0,81.0
10,9,2018-11-02 11:35:47,2018-11-02 12:07:29,1902,11248.0,501.0,503.0,510.0,74709.0,74968.0,75950.0,22887.0,22909.0,22995.0,59.0,58.0,60.0,957.0,941.0,962.0,424.0,617.0,652.0,81.0
9,10,2018-11-02 12:07:30,2018-11-02 12:17:31,601,9778.0,514.0,439.0,510.0,74005.0,62993.0,73475.0,22748.0,22555.0,22790.0,47.0,53.0,63.0,993.0,896.0,985.0,379.0,536.0,561.0,80.7
10,9,2018-11-02 12:17:32,2018-11-02 14:19:16,7304,12159.0,499.0,509.0,519.0,74243.0,75840.0,77343.0,22556.0,22546.0,22652.0,59.0,59.0,59.0,921.0,904.0,931.0,327.0,236.0,409.0,82.3
9,10,2018-11-02 14:19:17,2018-11-02 14:29:18,601,11007.0,477.0,521.0,472.5,68689.0,75099.0,67988.0,22542.0,22697.0,22662.0,64.0,51.0,50.0,921.0,975.0,896.0,276.0,380.5,411.5,83.6
10,9,2018-11-02 14:29:19,2018-11-02 14:39:20,601,11476.0,486.0,534.0,480.0,72360.0,79559.0,71355.0,22578.0,22809.0,22640.0,71.0,55.0,53.0,913.0,977.0,908.5,209.0,579.0,534.0,82.5
9,10,2018-11-02 14:39:21,2018-11-02 14:49:22,601,10770.5,409.0,502.0,434.0,58997.0,72294.0,62524.5,22813.0,23065.0,23061.0,75.0,59.0,47.0,880.0,990.0,890.0,210.0,638.0,602.0,82.6
10,11,2018-11-02 14:49:23,2018-11-02 15:21:24,1921,10373.0,519.0,520.0,534.0,77271.0,77530.0,79642.0,22655.0,22630.0,22782.0,55.0,56.0,56.0,976.0,961.0,985.0,534.0,625.0,663.0,85.8
11,12,2018-11-02 15:21:25,2018-11-02 17:09:45,6500,11236.0,519.0,520.0,529.0,80024.0,80218.0,81496.0,22605.0,22586.0,22713.0,60.0,60.0,62.0,968.0,945.0,967.0,663.0,629.0,808.0,86.4
12,11,2018-11-02 17:09:46,2018-11-02 17:19:47,601,12591.0,520.0,530.0,520.0,83043.0,84625.5,83113.0,22538.0,22599.0,22711.0,68.0,64.0,65.0,936.0,925.0,930.0,652.5,646.0,793.0,85.5
11,10,2018-11-02 17:19:48,2018-11-02 18:26:05,3977,12311.5,513.0,514.0,521.0,79143.0,79285.0,80292.0,22585.0,22559.0,22729.0,63.0,62.0,63.0,933.0,911.0,941.0,373.0,479.0,549.0,83.7
10,9,2018-11-02 18:26:06,2018-11-02 19:33:41,4055,12359.0,504.0,506.0,519.0,75132.0,75376.0,77322.0,22538.0,22500.0,22673.0,59.0,60.0,60.0,922.0,891.0,923.0,343.0,308.0,384.0,81.5
9,8,2018-11-02 19:33:42,2018-11-02 20:15:30,2508,11319.0,514.0,484.0,512.0,74066.0,69666.0,73753.0,22636.0,22520.0,22679.0,52.0,53.0,57.0,964.0,894.0,937.0,316.0,285.0,384.0,80.4
8,9,2018-11-02 20:15:31,2018-11-02 20:25:32,601,9008.0,510.0,479.0,470.0,71200.5,66832.0,65662.0,22600.0,22594.0,22630.0,54.0,41.0,53.0,996.0,989.0,948.0,477.0,409.0,411.0,80.4
9,10,2018-11-02 20:25:33,2018-11-02 20:35:34,601,9045.0,499.0,503.0,508.0,71889.0,72514.0,73238.0,22520.0,22656.0,22626.0,55.0,48.0,51.0,990.0,989.0,983.0,683.0,584.0,462.0,80.4
10,11,2018-11-02 20:35:35,2018-11-02 21:17:49,2534,9380.0,528.0,533.0,537.0,78598.0,79355.0,80033.0,22484.0,22646.0,22657.0,57.0,50.0,54.0,994.0,989.0,989.0,731.0,642.0,589.0,82.6
11,10,2018-11-02 21:17:50,2018-11-02 22:05:59,2889,11121.0,510.0,521.0,530.0,78586.0,80313.0,81659.0,22474.0,22642.0,22798.0,62.0,60.0,60.0,964.0,954.0,969.0,769.0,718.0,717.0,82.6
10,11,2018-11-02 22:06:00,2018-11-02 22:16:01,601,10679.0,462.0,488.0,485.0,68864.0,72757.0,72187.0,22607.0,22782.0,22928.0,63.0,60.0,58.0,948.0,954.0,962.0,736.0,703.0,741.0,82.0
11,12,2018-11-02 22:16:02,2018-11-02 23:13:19,3437,11086.0,509.0,514.0,525.0,78454.0,79175.5,81009.5,22432.0,22506.0,22650.0,61.0,60.0,61.0,965.0,946.0,968.0,699.0,664.0,742.0,82.0
12,11,2018-11-02 23:13:20,2018-11-03 00:01:09,2869,11873.0,519.0,524.0,529.0,82915.0,83673.0,84560.0,22213.0,22322.0,22456.0,65.0,62.0,64.0,952.0,932.0,953.0,726.0,703.0,760.0,81.4
11,12,2018-11-03 00:01:10,2018-11-03 00:11:11,601,11714.0,486.0,482.0,496.0,74955.0,74273.0,76505.0,22429.0,22581.0,22942.0,63.0,64.0,65.0,945.0,902.0,947.0,774.0,716.0,800.0,80.9
12,11,2018-11-03 00:11:12,2018-11-03 00:21:13,601,12846.0,496.0,493.0,482.0,78965.0,78668.0,77076.0,22471.0,22605.0,22871.0,72.0,65.0,71.0,929.0,884.0,888.0,737.0,711.0,752.0,80.3
11,10,2018-11-03 00:21:14,2018-11-03 01:44:54,5020,12556.0,498.0,504.0,516.0,76742.0,77622.0,79507.0,22328.0,22390.0,22588.0,64.0,63.0,63.0,915.0,894.0,917.0,558.0,421.0,500.0,79.8
10,9,2018-11-03 01:44:55,2018-11-03 02:01:45,1010,11507.0,502.0,496.0,516.0,74647.0,73844.0,76916.0,22164.0,22088.0,22227.0,57.0,57.0,60.0,946.0,904.0,937.0,498.0,364.0,432.0,79.8
9,10,2018-11-03 02:01:46,2018-11-03 02:36:30,2084,8184.0,515.0,517.0,530.0,74255.0,74446.0,76350.5,22223.0,22194.0,22203.5,51.0,46.0,49.0,999.0,994.0,995.0,507.5,449.0,414.0,79.8
10,11,2018-11-03 02:36:31,2018-11-03 03:00:44,1453,9434.0,518.0,521.0,542.0,77092.0,77525.0,80799.0,22335.0,22403.0,22279.0,54.0,52.0,54.0,990.0,982.0,990.0,705.0,671.0,576.0,81.4
11,12,2018-11-03 03:00:45,2018-11-03 04:37:23,5798,10592.0,502.0,512.0,525.0,77464.0,78887.0,80909.0,22225.0,22191.0,22286.0,60.0,59.0,60.0,969.0,956.0,973.0,792.0,781.0,771.0,80.8
12,11,2018-11-03 04:37:24,2018-11-03 04:47:25,601,11483.0,519.0,531.0,536.0,82875.0,84668.0,85619.0,22131.0,22054.0,22197.0,63.0,62.0,63.0,958.0,945.0,961.0,770.0,802.0,792.0,80.2
11,12,2018-11-03 04:47:26,2018-11-03 05:05:56,1110,10727.0,500.0,507.0,514.0,77048.0,78132.0,79269.0,22161.0,22115.0,22234.0,61.0,59.0,60.0,963.0,952.0,967.0,729.0,796.0,758.0,79.2
12,11,2018-11-03 05:05:57,2018-11-03 05:23:36,1059,11730.0,511.0,525.0,533.0,81540.0,83891.0,85100.0,22223.0,22180.0,22290.0,64.0,64.0,63.0,944.0,941.0,957.0,740.0,806.0,785.0,79.8
11,12,2018-11-03 05:23:37,2018-11-03 05:36:46,789,10916.0,494.0,496.0,507.0,76180.0,76542.0,78129.0,22251.0,22157.0,22312.0,60.0,60.0,62.0,960.0,942.0,961.0,715.0,788.0,791.0,79.8
12,11,2018-11-03 05:36:47,2018-11-03 05:46:48,601,11641.0,538.0,537.0,545.0,85921.0,85780.0,87038.0,22253.0,22203.0,22355.0,62.0,61.0,63.0,967.0,945.0,962.0,708.0,773.0,769.0,79.8
11,10,2018-11-03 05:46:49,2018-11-03 06:37:20,3031,11279.0,515.0,509.0,522.0,79314.0,78453.0,80496.0,22196.0,22176.0,22321.0,60.0,59.0,61.0,960.0,940.0,959.0,623.0,710.0,637.0,79.8
10,9,2018-11-03 06:37:21,2018-11-03 08:02:44,5123,10975.0,511.0,521.0,532.0,76077.0,77575.0,79216.0,22238.0,22222.0,22411.0,56.0,56.0,56.0,955.0,938.0,963.0,457.0,403.0,490.0,80.3
9,10,2018-11-03 08:02:45,2018-11-03 08:57:17,3272,8350.0,517.0,514.0,531.0,74500.0,74086.0,76554.0,22157.0,22182.0,22260.0,48.0,47.0,50.0,997.0,990.0,999.0,362.0,554.0,490.0,80.9
10,11,2018-11-03 08:57:18,2018-11-03 09:07:19,601,10083.0,520.0,517.0,533.0,77295.0,76784.0,79343.5,22183.0,22222.0,22361.0,54.0,54.0,55.0,977.0,963.0,984.0,454.5,644.5,563.0,82.0
11,10,2018-11-03 09:07:20,2018-11-03 11:18:25,7865,10646.0,532.0,531.0,545.0,81999.0,81835.0,84034.0,22478.0,22494.0,22597.0,59.0,57.0,60.0,982.0,962.0,980.0,701.0,731.0,765.0,83.7
10,11,2018-11-03 11:18:26,2018-11-03 11:30:12,706,9437.5,528.0,500.0,528.0,78694.5,74502.0,78680.0,22703.0,22696.0,22755.0,55.0,52.0,62.0,997.0,969.0,987.0,705.0,686.0,754.0,83.7
11,10,2018-11-03 11:30:13,2018-11-03 12:26:34,3381,11166.0,531.0,521.0,533.0,81843.0,80353.0,82199.0,22604.0,22600.0,22694.0,61.0,58.0,61.0,972.0,957.0,961.0,653.0,758.0,569.0,83.0
10,9,2018-11-03 12:26:35,2018-11-03 13:59:55,5600,11042.0,525.0,527.0,541.0,78129.0,78415.5,80554.0,22464.0,22469.0,22599.0,56.0,56.0,55.0,962.0,951.0,973.0,410.0,432.0,515.0,85.55
9,10,2018-11-03 13:59:56,2018-11-03 14:54:44,3288,8155.0,535.0,511.0,522.0,76997.5,73549.0,75217.0,22517.0,22572.0,22420.0,50.0,44.0,53.0,999.0,995.0,996.0,430.0,517.0,577.0,86.3
10,11,2018-11-03 14:54:45,2018-11-03 15:04:46,601,10518.5,489.0,489.0,521.0,72795.5,72472.0,77654.0,22720.0,22818.0,22704.0,57.0,59.0,58.0,962.0,948.0,983.0,720.0,736.0,666.0,87.4
11,10,2018-11-03 15:04:47,2018-11-03 15:42:09,2242,11036.0,513.0,521.0,526.0,79087.0,80379.5,81182.5,22617.0,22661.0,22707.0,62.0,60.0,61.0,967.0,957.0,970.0,796.0,773.0,769.0,88.4
10,11,2018-11-03 15:42:10,2018-11-03 15:52:11,601,9160.0,502.0,524.0,511.0,74771.0,77933.0,76165.0,22487.0,22576.0,22599.0,58.0,53.0,55.0,991.0,995.0,991.0,774.0,814.0,769.0,87.5
11,10,2018-11-03 15:52:12,2018-11-03 16:33:14,2462,10836.0,503.0,504.0,519.0,77570.0,77765.0,80031.0,22558.0,22611.0,22740.0,62.0,61.0,61.0,967.0,954.0,974.0,817.0,869.0,813.0,86.8
10,11,2018-11-03 16:33:15,2018-11-03 16:43:16,601,10869.0,493.0,410.0,397.0,73507.0,61053.0,59074.0,22927.0,22990.0,22919.0,62.0,52.0,83.0,997.0,829.0,893.0,786.0,825.0,803.0,85.7
11,10,2018-11-03 16:43:17,2018-11-03 18:27:08,6231,11397.0,511.0,508.0,518.0,78826.0,78261.0,79935.0,22681.0,22721.0,22871.0,62.0,60.0,62.0,966.0,943.0,959.0,767.0,778.0,692.0,83.8
10,9,2018-11-03 18:27:09,2018-11-03 19:53:51,5202,11698.0,510.0,500.0,523.0,75963.0,74423.0,77860.0,22671.0,22688.0,22832.0,58.0,59.0,59.0,946.0,920.0,951.0,482.0,475.0,476.0,81.6
9,8,2018-11-03 19:53:52,2018-11-03 20:03:53,601,10218.0,536.0,491.0,450.0,77599.0,70769.0,64902.0,22690.0,22660.0,22577.5,60.0,41.0,61.0,991.0,967.0,902.0,502.0,457.0,491.0,81.5
8,9,2018-11-03 20:03:54,2018-11-03 20:13:55,601,7982.0,504.0,497.0,498.0,70335.0,69343.0,69467.0,22725.0,22770.0,22851.0,51.0,43.0,50.0,999.0,996.0,994.0,501.0,457.0,491.0,79.6
9,10,2018-11-03 20:13:56,2018-11-03 20:30:45,1009,8140.0,535.0,528.0,528.0,77073.0,76074.0,76142.0,22457.0,22683.0,22754.0,52.0,45.0,50.0,999.0,998.0,997.0,510.0,467.0,501.0,81.6
10,9,2018-11-03 20:30:46,2018-11-03 20:40:47,601,9527.0,545.5,541.5,546.0,81264.0,80687.0,81314.0,22559.0,22713.0,22844.0,56.0,51.0,54.0,995.0,987.0,991.5,622.0,634.0,630.0,82.1
9,10,2018-11-03 20:40:48,2018-11-03 20:54:47,839,8109.0,519.0,514.0,527.0,74723.0,74029.0,75957.0,22732.0,22872.0,22995.0,52.0,48.0,52.0,999.0,995.0,999.0,631.0,644.0,639.0,82.6
10,11,2018-11-03 20:54:48,2018-11-03 21:04:49,601,10040.0,514.0,510.0,539.0,76548.0,75920.0,80268.0,22716.0,22822.0,22945.0,56.0,56.0,57.0,985.0,964.0,990.0,732.0,692.0,694.0,82.6
11,10,2018-11-03 21:04:50,2018-11-04 02:00:32,17742,11167.0,513.0,516.0,524.0,79087.0,79590.0,80879.0,22556.0,22612.0,22694.0,62.0,60.0,61.0,961.0,948.0,968.0,614.0,716.0,833.0,82.0
10,11,2018-11-04 02:00:33,2018-11-04 03:05:57,3924,9257.0,535.0,522.0,539.0,79620.0,77719.5,80354.0,22453.0,22510.0,22478.0,54.0,50.0,56.0,995.0,982.0,993.0,624.0,668.0,709.0,82.0
11,10,2018-11-04 03:05:58,2018-11-04 07:32:43,16005,10531.0,509.0,524.0,536.0,78458.0,80830.0,82608.0,22363.0,22422.0,22513.0,60.0,59.0,58.0,973.0,961.0,983.0,786.0,691.0,839.0,81.4
10,9,2018-11-04 07:32:44,2018-11-04 08:06:41,2037,10452.5,531.0,529.0,542.0,79114.0,78808.0,80793.0,22407.5,22418.5,22597.0,55.0,54.0,56.0,980.0,958.0,981.0,475.0,440.0,593.0,81.5
9,10,2018-11-04 08:06:42,2018-11-04 08:58:45,3123,7878.0,508.0,509.0,524.0,73152.0,73345.0,75562.0,22363.0,22414.0,22545.0,50.0,48.0,50.0,999.0,994.0,999.0,568.0,588.0,617.0,82.0
10,11,2018-11-04 08:58:46,2018-11-04 09:08:47,601,9322.0,514.0,519.5,543.5,76508.5,77360.0,80931.0,22361.0,22456.0,22624.0,54.0,54.5,54.0,989.0,976.0,996.0,629.0,616.0,670.5,82.0
11,10,2018-11-04 09:08:48,2018-11-04 12:58:12,13764,10330.0,526.0,538.0,538.0,81105.0,82952.0,82972.0,22421.0,22446.0,22569.0,59.0,56.0,59.0,984.0,972.0,983.0,719.0,683.0,816.0,83.7
10,11,2018-11-04 12:58:13,2018-11-04 13:08:14,601,9599.0,535.0,514.0,529.0,79708.0,76453.5,78804.0,22257.5,22224.5,22292.5,55.0,52.0,55.0,987.5,977.0,987.0,448.0,689.0,637.0,83.9
11,10,2018-11-04 13:08:15,2018-11-04 13:18:16,601,11607.0,509.0,520.0,542.0,78560.0,80009.0,83447.0,22455.0,22437.0,22577.0,59.0,64.0,59.0,933.0,939.0,975.0,459.0,687.0,634.0,85.0
10,11,2018-11-04 13:18:17,2018-11-04 13:28:18,601,9790.0,526.0,537.0,545.0,78325.0,79906.0,81271.0,22376.0,22381.0,22483.0,53.0,54.0,54.0,983.0,976.0,993.0,425.0,539.0,599.0,85.5
11,12,2018-11-04 13:28:19,2018-11-04 13:55:53,1654,12487.0,503.0,499.0,517.0,77501.0,76860.0,79794.0,22344.5,22324.5,22455.0,61.0,64.0,64.0,913.0,882.0,933.0,416.0,448.0,604.0,85.6
12,9,2018-11-04 13:55:54,2018-11-04 14:05:55,601,13458.0,506.0,476.5,521.0,80813.0,75785.0,83290.0,22363.5,22249.0,22439.0,62.0,73.0,71.0,878.0,821.0,920.0,414.0,417.0,601.0,84.6
9,10,2018-11-04 14:05:56,2018-11-04 14:47:37,2501,7731.0,522.0,518.0,520.0,75202.0,74652.0,74898.0,22239.0,22265.0,22375.0,49.0,44.0,51.0,999.0,996.0,999.0,423.0,419.0,601.0,84.9
10,11,2018-11-04 14:47:38,2018-11-04 14:57:39,601,9818.0,508.0,512.0,527.0,75470.0,76192.0,78245.0,22253.0,22302.0,22492.0,55.0,54.0,56.0,984.0,963.0,986.0,580.0,543.0,681.0,86.8
11,10,2018-11-04 14:57:40,2018-11-04 16:21:36,5036,10666.0,504.0,519.0,526.0,77696.0,80047.0,81067.0,22344.0,22398.0,22528.0,60.0,59.0,60.0,970.0,955.0,977.0,702.0,648.0,853.0,87.9
10,11,2018-11-04 16:21:37,2018-11-04 16:31:38,601,10315.0,479.0,488.0,495.0,71312.0,72629.0,73749.0,22615.0,22713.0,22872.0,59.0,58.0,59.0,974.0,951.0,974.0,650.0,643.0,859.0,87.3
