old_tapPos,new_tapPos,sTime,eTime,stayTime,TelePower,ElePower,ampereA1,ampereB1,ampereC1,ampereA2,ampereB2,ampereC2,voltageA1,voltageB1,voltageC1,voltageA2,voltageB2,voltageC2,pfA,pfB,pfC,epiA,epiB,epiC,trTemp
2,3,2018-11-09 10:02:48,2018-11-09 10:05:30,162,,4764.0,287.0,311.0,330.0,33653.0,36516.0,38763.0,23101.0,23216.0,23253.0,35.0,41.0,38.0,997.0,985.0,987.0,356.0,375.0,524.0,65.7
3,4,2018-11-09 10:05:31,2018-11-09 10:07:16,105,,5374.0,306.0,332.0,363.5,36847.0,40036.0,43820.5,22998.0,23095.0,23176.0,36.0,45.0,39.5,991.0,977.0,983.0,356.0,375.0,524.0,65.7
4,5,2018-11-09 10:07:17,2018-11-09 10:07:33,16,,5926.0,331.0,359.0,399.0,41010.0,44460.0,49400.0,22961.0,23069.0,23161.0,37.0,48.0,42.0,989.0,971.0,981.0,356.0,375.0,524.0,65.7
5,6,2018-11-09 10:07:34,2018-11-09 10:08:14,40,,6322.0,354.0,384.0,431.0,45129.5,48925.0,54890.0,22725.0,22831.0,22936.0,38.0,51.0,43.0,990.0,969.0,979.0,356.0,375.0,524.0,65.7
6,5,2018-11-09 10:08:15,2018-11-09 10:13:51,336,,7731.0,381.0,416.0,424.0,49962.0,54554.0,55643.0,22708.0,22850.0,22883.0,46.0,50.0,45.0,963.0,969.0,994.0,392.0,358.0,622.0,66.8
5,4,2018-11-09 10:13:52,2018-11-09 10:14:31,39,,6724.0,380.0,393.0,393.0,48541.5,50091.0,50106.5,22781.0,22916.0,22879.5,45.0,41.0,45.0,994.0,981.0,995.0,374.0,326.0,634.0,67.8
4,3,2018-11-09 10:14:32,2018-11-09 10:19:10,278,,5729.0,344.0,362.0,376.0,42558.0,44898.0,46610.5,22760.0,22856.0,22883.0,39.0,41.0,42.0,996.0,985.0,998.0,360.0,312.5,609.0,67.8
3,2,2018-11-09 10:19:11,2018-11-09 10:21:19,128,,5441.5,314.0,338.0,344.0,37806.0,40689.0,41444.0,22903.5,23040.0,23047.0,39.0,41.0,40.0,994.0,986.0,998.0,360.0,297.0,604.0,67.8
2,1,2018-11-09 10:21:20,2018-11-09 10:22:00,40,,5070.0,279.0,307.0,312.0,32738.0,36081.0,36592.0,22863.0,22992.0,22994.0,37.0,40.0,38.0,987.0,982.0,998.0,360.0,297.0,604.0,67.8
1,2,2018-11-09 10:22:01,2018-11-09 10:25:30,209,,4620.0,257.0,285.0,285.0,29411.0,32542.0,32571.0,23019.0,23147.0,23144.0,36.0,37.0,36.0,989.0,986.0,998.0,357.0,283.0,598.0,67.8
2,1,2018-11-09 10:25:31,2018-11-09 10:34:47,556,,4752.0,291.0,311.0,325.0,34184.0,36505.0,38160.0,22917.0,23017.0,23051.0,35.0,39.0,38.0,998.0,985.0,991.0,341.0,257.0,566.0,66.7
1,2,2018-11-09 10:34:48,2018-11-09 10:52:07,1039,,4441.0,260.0,281.0,297.0,29751.0,32163.0,33989.0,22942.0,23053.0,23108.0,34.0,38.0,36.0,995.0,981.0,992.0,341.0,222.0,564.0,65.2
2,1,2018-11-09 10:52:08,2018-11-09 10:57:58,350,,4726.0,308.0,324.0,335.0,36179.0,37942.0,39253.0,22982.0,23066.0,23132.0,37.0,37.0,37.0,999.0,992.0,991.0,364.0,240.0,550.0,64.7
1,2,2018-11-09 10:57:59,2018-11-09 11:04:34,395,,4470.0,285.0,299.0,307.0,32569.0,34149.0,35124.0,23155.0,23232.0,23282.0,36.0,36.0,35.0,996.0,994.0,993.0,362.0,227.0,554.0,64.7
2,1,2018-11-09 11:04:35,2018-11-09 11:22:31,1076,,4850.0,311.0,327.0,336.0,36538.5,38397.5,39438.0,23011.0,23115.0,23131.5,38.0,37.0,36.0,996.0,995.0,993.0,356.0,225.0,555.0,64.2
1,2,2018-11-09 11:22:32,2018-11-09 11:24:36,124,,4618.5,275.0,294.0,312.5,31500.0,33574.0,35688.0,23101.0,23217.0,23221.0,36.0,37.0,35.0,989.0,988.0,991.0,353.0,217.0,555.0,64.2
2,1,2018-11-09 11:24:37,2018-11-09 11:51:10,1593,,4858.0,304.0,329.0,344.0,35699.0,38587.0,40346.0,22937.0,23026.0,23078.0,37.0,37.0,37.0,995.0,992.0,991.0,345.0,192.0,552.0,64.2
1,2,2018-11-09 11:51:11,2018-11-09 12:06:59,948,,4359.0,279.0,307.0,318.0,31877.0,35134.0,36425.0,22954.0,23041.0,23137.0,35.0,35.0,35.0,997.0,994.0,990.0,333.0,176.0,550.0,63.6
2,3,2018-11-09 12:07:00,2018-11-09 12:07:54,54,,4905.0,292.0,338.0,346.0,34458.0,39610.0,40771.0,22747.0,22861.0,22931.0,36.0,39.0,37.0,990.0,992.0,991.0,333.0,174.0,550.0,63.1
3,4,2018-11-09 12:07:55,2018-11-09 12:08:29,34,,5135.0,324.0,366.5,379.0,38974.0,44157.0,45755.0,22628.0,22744.0,22797.0,37.0,40.0,38.0,995.0,992.0,989.0,333.0,174.0,550.0,63.1
4,5,2018-11-09 12:08:30,2018-11-09 12:09:14,44,,6239.0,318.0,380.0,377.0,39481.0,47075.0,46678.0,22602.0,22752.0,22799.0,41.0,46.0,39.0,963.0,986.0,997.0,344.0,185.0,560.0,63.1
5,6,2018-11-09 12:09:15,2018-11-09 12:10:34,79,,6572.0,353.0,409.0,402.5,44911.5,52108.0,51218.0,22475.0,22627.5,22636.0,45.0,45.0,40.0,973.0,987.0,999.0,344.0,185.0,560.0,63.1
6,7,2018-11-09 12:10:35,2018-11-09 12:15:58,323,,7184.0,383.0,457.0,457.0,50264.5,59890.0,59962.0,22476.5,22655.0,22667.0,45.0,49.0,43.0,971.0,987.0,995.5,344.0,185.0,560.0,64.2
7,8,2018-11-09 12:15:59,2018-11-09 12:16:54,55,,8433.0,415.5,476.0,472.0,56246.0,64332.0,63187.0,22879.0,23009.0,23043.0,50.0,51.0,46.0,964.0,978.0,990.0,354.0,186.0,618.0,65.7
8,9,2018-11-09 12:16:55,2018-11-09 12:36:29,1174,,9424.0,450.0,485.0,495.0,62826.5,67645.0,69061.0,22774.0,22913.5,22988.0,52.0,52.0,50.0,964.0,959.0,992.0,339.0,178.0,661.0,69.65
9,8,2018-11-09 12:36:30,2018-11-09 16:51:42,15312,,11276.0,502.0,519.0,516.0,72230.0,74694.5,74357.0,22703.0,22810.0,22922.0,54.0,52.0,53.0,953.0,929.0,958.0,328.0,194.0,612.0,76.9
8,7,2018-11-09 16:51:43,2018-11-09 16:52:50,67,,7601.0,502.0,491.0,501.0,70054.0,68545.0,69903.0,22742.0,22710.0,22759.0,49.0,43.0,50.0,999.0,996.0,997.0,593.0,519.0,634.0,82.7
7,6,2018-11-09 16:52:51,2018-11-09 16:53:48,57,,6852.0,459.0,448.0,458.0,62055.0,60663.0,61976.0,22463.0,22447.0,22454.0,46.0,41.0,47.0,999.0,996.0,998.0,593.0,519.0,634.0,82.7
6,5,2018-11-09 16:53:49,2018-11-09 16:55:11,82,,6451.0,429.0,418.0,427.0,56298.0,54859.5,56110.0,22643.0,22641.0,22625.0,45.0,39.0,46.0,999.0,996.0,997.0,593.0,519.0,633.0,82.7
5,4,2018-11-09 16:55:12,2018-11-09 16:56:06,54,,6038.0,399.0,388.0,396.0,50751.0,49414.0,50477.0,22843.0,22856.0,22837.0,43.0,38.0,45.0,999.0,996.0,997.0,593.0,519.0,633.0,82.2
4,3,2018-11-09 16:56:07,2018-11-09 16:56:25,18,,5583.0,368.0,358.0,365.0,45547.0,44350.0,45193.0,22894.0,22908.0,22903.0,42.0,36.0,43.0,998.0,997.0,997.0,592.0,519.0,633.0,81.6
3,2,2018-11-09 16:56:26,2018-11-09 16:56:37,11,,5142.0,338.0,329.0,335.0,40734.0,39645.0,40420.0,22951.0,22978.0,22967.0,40.0,35.0,41.0,998.0,997.0,997.0,592.0,519.0,633.0,81.6
2,1,2018-11-09 16:56:38,2018-11-09 16:57:05,27,,4715.0,310.0,301.0,307.0,36308.0,35389.0,35974.0,23011.0,23045.0,23030.0,38.0,33.0,39.0,998.0,997.0,997.0,592.0,519.0,633.0,81.1
1,2,2018-11-09 16:57:06,2018-11-09 17:02:43,337,,4256.0,280.0,274.0,279.0,32009.0,31361.0,31889.0,23023.0,23030.0,23016.0,36.0,32.0,37.0,999.0,998.0,998.0,592.0,518.0,626.0,79.6
2,3,2018-11-09 17:02:44,2018-11-09 17:48:50,2766,,4401.0,302.0,312.0,316.0,35418.0,36631.0,37093.0,22959.5,22980.0,23016.0,37.0,35.0,37.0,999.0,999.0,996.0,549.0,518.0,522.0,70.5
3,2,2018-11-09 17:48:51,2018-11-09 19:45:43,7012,,4571.0,333.0,347.0,349.0,40136.0,41856.0,42036.0,22883.0,22930.0,22971.0,37.0,37.0,38.0,998.0,999.0,992.0,503.0,518.0,489.0,66.2
2,3,2018-11-09 19:45:44,2018-11-09 20:07:00,1276,,4277.0,306.0,319.0,324.0,35900.0,37388.0,37996.0,22873.0,22899.0,23047.0,35.0,36.0,36.0,999.0,999.0,988.0,379.0,496.0,440.0,64.6
3,4,2018-11-09 20:07:01,2018-11-09 20:07:54,53,,4668.0,328.0,343.0,352.0,39580.0,41386.5,42466.0,22637.0,22691.0,22800.5,36.0,38.0,38.0,999.0,998.0,987.0,379.0,496.0,440.0,64.1
4,5,2018-11-09 20:07:55,2018-11-09 20:13:08,313,,5088.0,357.0,374.0,383.0,44167.5,46289.5,47381.5,22530.0,22585.0,22708.0,38.0,40.0,39.0,999.0,998.0,988.0,379.0,496.0,440.0,64.1
5,6,2018-11-09 20:13:09,2018-11-09 20:14:14,65,,5451.0,385.0,404.0,413.0,48991.0,51407.5,52644.0,22364.0,22400.0,22546.5,39.0,41.0,41.0,999.0,998.0,988.0,379.0,496.0,440.0,64.1
6,7,2018-11-09 20:14:15,2018-11-09 20:15:11,56,,5877.0,415.0,436.0,446.0,54460.0,57241.0,58492.0,22250.0,22285.0,22435.0,40.0,43.0,42.0,999.0,998.0,988.0,379.0,496.0,440.0,64.1
7,8,2018-11-09 20:15:12,2018-11-09 20:18:36,204,,6664.0,447.0,470.0,493.0,60467.0,63434.0,66683.0,22741.0,22789.0,22962.0,43.0,46.0,45.0,999.0,998.0,988.0,379.0,496.0,440.0,65.1
8,9,2018-11-09 20:18:37,2018-11-09 20:21:58,201,,8277.5,447.0,501.0,511.0,62425.0,69932.5,71326.0,22761.0,22872.0,23058.5,48.0,55.0,47.0,978.0,986.0,994.0,551.0,567.0,535.0,67.2
9,10,2018-11-09 20:21:59,2018-11-09 20:37:45,946,,9288.0,500.0,510.0,529.0,71978.0,73438.0,76246.0,22704.0,22743.0,22891.0,51.0,53.0,52.0,988.0,976.0,995.0,596.0,611.0,645.0,72.0
10,11,2018-11-09 20:37:46,2018-11-09 21:43:47,3961,,10267.0,526.0,523.0,546.0,78328.0,77906.0,81279.0,22766.0,22729.0,22882.0,55.0,54.0,57.0,988.0,965.0,987.0,669.0,630.0,700.0,76.7
11,10,2018-11-09 21:43:48,2018-11-09 21:59:14,926,,11479.5,542.0,535.0,548.0,83533.0,82438.0,84587.5,22807.0,22728.0,22876.0,60.0,58.0,62.0,972.0,952.0,966.0,733.0,698.0,731.0,76.7
10,9,2018-11-09 21:59:15,2018-11-10 00:03:29,7454,,10966.0,518.0,540.0,545.0,77132.0,80351.0,81284.0,22682.0,22690.0,22878.0,56.0,56.0,55.0,967.0,951.0,979.0,495.0,433.0,698.0,79.4
9,8,2018-11-10 00:03:30,2018-11-10 00:44:04,2434,,10575.0,511.0,517.0,535.0,73586.0,74508.0,76976.0,22774.0,22731.0,22930.0,50.0,54.0,54.0,977.0,934.0,982.0,404.0,336.0,622.0,80.4
8,9,2018-11-10 00:44:05,2018-11-10 01:16:19,1934,,8417.0,497.0,510.0,499.0,69423.5,71208.0,69650.0,22771.0,22811.0,22965.0,49.0,45.0,49.0,996.0,989.0,996.0,367.0,313.0,594.0,80.4
9,10,2018-11-10 01:16:20,2018-11-10 01:17:08,48,,9857.0,517.0,530.0,523.0,74501.5,76274.5,75316.0,22821.0,22927.0,22998.0,53.0,51.0,52.0,982.0,974.5,989.5,369.5,437.5,625.5,80.4
10,9,2018-11-10 01:17:09,2018-11-10 02:31:06,4437,,9646.0,533.0,541.0,546.0,79433.0,80531.0,81390.0,22638.0,22634.0,22764.0,54.0,52.0,55.0,993.0,980.0,992.0,619.0,574.0,742.0,82.0
9,10,2018-11-10 02:31:07,2018-11-10 02:36:50,343,,9489.0,479.0,487.0,522.0,68988.5,70081.0,75168.0,22779.0,22722.5,22981.0,50.0,55.0,55.0,987.0,952.0,996.0,618.0,536.0,743.0,82.5
10,11,2018-11-10 02:36:51,2018-11-10 03:35:35,3524,,9491.5,537.0,537.0,541.0,79946.0,80058.0,80642.0,22673.0,22650.5,22818.0,55.0,51.0,56.0,997.0,984.0,990.0,616.0,527.0,741.0,82.0
11,10,2018-11-10 03:35:36,2018-11-10 03:39:42,246,,10768.0,547.0,543.0,547.0,84345.0,83732.0,84325.5,22633.0,22595.0,22806.0,60.0,55.0,60.5,986.5,966.0,975.0,701.0,657.0,776.0,82.0
10,11,2018-11-10 03:39:43,2018-11-10 03:50:52,669,,10187.0,510.0,509.0,517.0,75928.0,75826.0,77024.0,22718.0,22670.0,22894.0,57.0,55.0,58.0,983.0,967.0,979.0,704.0,667.0,781.0,81.4
11,10,2018-11-10 03:50:53,2018-11-10 04:48:42,3469,,11626.5,539.0,539.0,544.0,83109.5,83080.0,83887.0,22731.0,22736.0,22894.0,62.0,59.0,60.0,965.0,955.0,963.0,593.0,670.0,674.0,80.9
10,9,2018-11-10 04:48:43,2018-11-10 05:54:33,3950,,11721.0,517.0,520.0,530.0,76945.0,77466.0,78986.0,22780.0,22793.0,22947.0,58.0,57.0,59.0,950.0,928.0,956.0,434.0,498.0,570.0,80.4
9,10,2018-11-10 05:54:34,2018-11-10 05:54:43,9,,11832.0,470.0,491.0,477.0,67564.0,70610.0,68822.0,22922.0,22988.0,23127.0,61.0,57.0,58.0,924.0,903.0,911.0,403.0,477.0,534.0,79.8
10,9,2018-11-10 05:54:44,2018-11-10 06:36:10,2486,,12539.5,494.0,516.0,509.0,73605.0,76936.5,75838.0,22813.0,22864.0,23030.0,62.5,61.0,58.0,906.0,905.5,914.0,428.0,477.0,594.0,79.8
9,8,2018-11-10 06:36:11,2018-11-10 06:46:21,610,,11579.0,486.0,478.0,516.0,69923.0,68916.0,74323.0,22886.0,22843.0,23077.0,52.0,60.0,59.0,936.0,882.0,964.0,423.0,484.0,578.0,79.3
8,7,2018-11-10 06:46:22,2018-11-10 06:54:58,516,,10503.5,480.0,482.0,493.0,66881.5,67177.5,68873.5,22979.0,22956.0,23140.0,51.0,51.0,54.0,961.0,930.0,969.0,422.0,439.0,578.0,79.3
7,8,2018-11-10 06:54:59,2018-11-10 06:57:10,131,,7977.0,503.0,453.0,450.0,68060.0,61240.0,60897.0,23008.0,22946.0,23031.0,50.0,38.0,52.0,998.0,995.0,969.0,422.0,484.0,577.0,79.3
8,9,2018-11-10 06:57:11,2018-11-10 07:06:25,554,,9012.0,531.0,468.0,468.0,74146.0,65356.0,65363.0,22930.5,22857.0,22926.0,52.0,40.0,58.0,999.0,982.0,950.0,455.0,531.5,549.0,78.3
9,10,2018-11-10 07:06:26,2018-11-10 07:32:58,1592,,9430.0,524.0,520.0,508.0,75491.0,74883.0,73142.0,22807.0,22810.0,22891.0,55.0,48.0,51.0,988.0,992.0,981.0,448.0,671.0,502.0,78.8
10,9,2018-11-10 07:32:59,2018-11-10 11:03:25,12626,,10870.0,515.0,513.0,529.0,76688.0,76344.5,78747.0,22874.0,22884.0,23026.0,58.0,57.0,58.0,972.0,956.0,974.0,578.0,770.0,665.0,80.4
9,8,2018-11-10 11:03:26,2018-11-10 12:16:53,4407,,11176.0,505.0,513.0,524.0,72673.0,73811.0,75549.0,22850.0,22933.0,23121.0,54.0,54.0,55.0,954.0,929.0,965.0,410.0,406.0,514.0,80.0
8,7,2018-11-10 12:16:54,2018-11-10 12:20:31,217,,9555.0,528.0,485.0,501.0,73405.0,67575.0,69754.0,22783.0,22805.0,22876.5,51.0,42.0,55.0,996.0,963.0,960.0,365.0,388.0,486.0,80.2
7,8,2018-11-10 12:20:32,2018-11-10 12:22:13,101,,8651.0,471.0,461.0,485.0,63647.0,62391.0,65577.0,22902.0,22984.0,23092.0,46.0,45.0,50.0,995.0,964.0,989.0,418.0,397.0,487.0,80.2
8,9,2018-11-10 12:22:14,2018-11-10 12:32:34,620,,10055.0,497.0,487.0,515.0,69366.0,67963.0,71866.0,22880.0,23010.0,23131.0,50.0,50.0,54.0,980.0,939.0,978.0,429.0,408.0,486.0,80.2
9,8,2018-11-10 12:32:35,2018-11-10 12:35:56,201,,10952.5,541.0,516.0,541.0,77904.0,74267.0,77873.5,22823.0,23028.0,23106.0,52.0,50.0,56.0,982.0,933.0,966.0,429.0,408.0,486.0,80.2
8,7,2018-11-10 12:35:57,2018-11-10 12:43:16,439,,10175.0,505.5,484.0,507.0,70574.5,67518.5,70800.0,22939.0,22996.5,23039.0,50.0,48.0,54.0,982.0,936.0,965.0,429.0,408.0,486.0,80.2
7,8,2018-11-10 12:43:17,2018-11-10 12:47:54,277,,7846.0,519.0,445.0,446.0,70128.0,60164.0,60307.0,22999.0,22932.0,22913.0,50.0,36.0,55.0,991.0,996.0,960.0,427.0,407.0,485.0,80.2
8,9,2018-11-10 12:47:55,2018-11-10 13:10:46,1371,,8051.0,506.0,517.0,500.0,70674.0,72134.0,69875.0,22627.0,22746.0,22756.0,51.0,43.0,46.0,996.0,999.0,993.0,410.0,417.0,405.0,80.1
9,10,2018-11-10 13:10:47,2018-11-10 13:31:11,1224,,9184.0,531.0,529.0,514.0,76539.0,76192.0,74108.0,22578.0,22658.0,22699.0,55.0,45.0,51.0,994.0,994.0,977.0,406.0,476.0,423.0,80.1
10,9,2018-11-10 13:31:12,2018-11-10 16:44:55,11623,,9995.0,532.0,519.0,536.0,79224.0,77278.0,79891.0,22700.0,22734.0,22949.0,56.0,55.0,56.0,987.0,973.0,988.0,575.0,770.0,685.0,84.0
9,10,2018-11-10 16:44:56,2018-11-10 16:50:00,304,,9271.0,516.0,514.0,527.0,74217.0,73958.0,75853.0,22708.0,22569.0,22924.0,53.0,51.0,52.0,991.0,982.0,993.0,467.0,554.0,599.0,82.8
10,9,2018-11-10 16:50:01,2018-11-10 18:41:07,6666,,12132.0,511.0,518.0,512.0,76145.0,77092.0,76260.0,22805.0,22850.0,22983.0,61.0,57.0,61.0,943.0,924.0,931.0,475.0,507.0,547.0,81.2
9,10,2018-11-10 18:41:08,2018-11-10 19:23:21,2533,,10640.0,504.0,512.0,462.0,72662.0,73773.0,66469.0,22788.0,22934.0,22919.0,63.0,48.0,54.0,969.0,977.0,907.0,369.0,519.0,420.0,77.3
10,8,2018-11-10 19:23:22,2018-11-10 22:47:16,12234,,11298.0,525.0,516.0,534.0,78164.0,76817.0,79497.0,22805.0,22795.0,22999.0,57.0,57.0,58.0,965.0,939.0,964.0,505.0,491.0,493.0,81.5
8,7,2018-11-10 22:47:17,2018-11-10 22:50:14,177,,10102.5,477.0,480.0,477.0,66524.5,66931.5,66530.0,22809.5,22874.0,22994.0,54.0,50.0,53.0,965.0,949.0,956.5,501.0,437.0,523.0,82.6
7,6,2018-11-10 22:50:15,2018-11-10 22:50:25,10,,9502.0,435.5,432.0,444.0,58898.5,58480.5,60134.5,22870.0,22907.0,23070.0,51.0,50.0,51.0,960.0,933.0,959.0,501.0,492.0,523.0,82.0
6,5,2018-11-10 22:50:26,2018-11-10 22:50:36,10,,8899.5,407.5,403.0,413.5,53079.0,52476.0,53973.0,22916.0,22955.0,23103.5,49.0,48.0,49.5,961.0,933.0,958.0,501.0,492.0,523.0,82.0
5,6,2018-11-10 22:50:37,2018-11-10 23:04:38,841,,8260.0,375.5,373.0,373.0,47826.0,47509.0,47541.5,23051.0,23043.5,23243.0,49.0,45.0,48.0,962.0,936.0,944.0,500.0,492.0,522.0,78.3
6,7,2018-11-10 23:04:39,2018-11-10 23:05:18,39,,8881.0,405.0,404.5,400.0,53170.0,53087.0,52486.0,22876.0,22953.0,23000.5,51.0,46.0,49.0,958.0,942.0,941.0,500.0,492.0,522.0,75.7
7,8,2018-11-10 23:05:19,2018-11-10 23:05:45,26,,9569.0,437.0,436.0,430.0,59080.0,59036.0,58230.0,22800.0,22882.0,22924.5,54.0,48.0,51.0,958.0,941.0,940.0,500.0,492.0,522.0,75.7
8,9,2018-11-10 23:05:46,2018-11-10 23:27:37,1311,,10243.0,463.0,476.0,475.0,64672.0,66496.0,66348.0,22705.0,22782.0,22880.0,54.0,53.0,51.0,946.0,939.0,959.0,476.0,492.0,499.0,76.1
9,8,2018-11-10 23:27:38,2018-11-10 23:33:38,360,,10765.0,496.0,526.0,527.0,71262.0,75765.5,75950.0,22711.0,22768.0,22914.0,58.0,53.0,51.0,950.0,958.0,966.0,439.0,463.0,470.0,78.3
8,7,2018-11-10 23:33:39,2018-11-10 23:55:13,1294,,9999.0,477.0,481.0,503.0,66527.0,67199.0,70154.0,22748.0,22795.0,22959.0,51.0,51.0,51.0,969.0,941.0,974.0,469.0,463.0,470.0,78.8
7,6,2018-11-10 23:55:14,2018-11-10 23:55:29,15,,9975.0,467.0,404.0,410.0,63090.0,55029.0,55705.0,22992.0,22931.0,23003.0,51.0,44.0,67.0,993.0,854.0,918.0,470.0,465.0,469.0,79.3
6,5,2018-11-10 23:55:30,2018-11-10 23:58:06,156,,9116.0,427.0,385.0,400.0,55996.0,50618.5,52626.5,23010.0,23000.0,23109.0,48.0,44.0,58.0,987.0,883.0,932.0,470.0,465.0,469.0,79.0
5,6,2018-11-10 23:58:07,2018-11-11 00:07:04,537,,7924.0,376.0,393.0,411.0,47921.0,50079.0,52307.0,22914.0,22986.0,23176.0,45.0,47.0,44.0,964.0,946.0,987.0,470.0,465.0,469.0,76.7
6,7,2018-11-11 00:07:05,2018-11-11 00:07:41,36,,8789.0,409.0,425.0,442.0,53691.0,55780.0,58116.0,23050.0,23168.0,23391.0,47.0,50.0,47.0,962.0,940.0,984.0,470.0,465.0,469.0,76.2
7,8,2018-11-11 00:07:42,2018-11-11 00:08:29,47,,9356.0,437.0,454.0,474.0,59197.0,61431.0,64125.0,22872.0,22949.0,23202.0,48.0,51.0,48.0,961.0,939.0,985.0,470.0,465.0,469.0,76.2
8,9,2018-11-11 00:08:30,2018-11-11 00:13:53,323,,9888.5,474.0,491.0,507.0,66091.5,68462.0,70759.0,22747.0,22795.0,23020.0,50.0,52.0,50.0,966.0,946.0,983.0,470.0,453.0,475.0,76.2
9,10,2018-11-11 00:13:54,2018-11-11 00:57:42,2628,,9594.0,518.0,534.0,511.0,74636.0,76971.0,73697.0,22721.0,22790.0,22856.0,56.0,48.0,49.0,980.0,995.0,978.0,473.0,560.0,481.0,79.3
10,9,2018-11-11 00:57:43,2018-11-11 04:03:35,11152,,10161.5,536.0,528.0,544.0,79744.0,78570.0,81056.0,22714.0,22711.0,22852.0,55.0,53.0,56.0,986.0,974.0,985.0,542.0,688.0,712.0,82.0
9,8,2018-11-11 04:03:36,2018-11-11 04:51:25,2869,,10571.0,492.0,496.0,511.0,70936.0,71346.0,73646.0,22805.0,22811.0,22976.0,55.0,54.0,56.0,966.0,937.0,969.0,475.0,464.0,534.0,79.8
8,7,2018-11-11 04:51:26,2018-11-11 04:51:40,14,,8627.0,502.5,474.5,516.5,70184.0,66459.0,71945.5,22660.0,22577.0,22797.0,48.0,46.0,53.0,999.0,968.0,993.0,435.0,425.0,529.0,79.8
7,6,2018-11-11 04:51:41,2018-11-11 04:51:59,18,,7951.0,469.0,442.0,483.0,63506.0,59335.0,65512.0,22756.0,22709.0,22897.0,45.0,44.0,52.0,999.0,965.0,994.0,435.0,426.0,529.0,79.8
6,5,2018-11-11 04:52:00,2018-11-11 04:52:09,9,,7339.0,435.0,404.0,451.0,57102.0,53152.0,59133.0,22845.0,22784.0,22998.0,43.0,43.0,50.0,999.0,961.0,993.0,435.0,426.0,529.0,79.8
5,6,2018-11-11 04:52:10,2018-11-11 04:54:16,126,,6965.5,405.0,377.0,418.0,51638.0,48061.5,53299.0,22873.0,22846.0,23047.0,42.0,41.0,48.0,999.0,960.0,994.0,434.0,426.0,529.0,79.8
6,7,2018-11-11 04:54:17,2018-11-11 04:54:28,11,,7590.0,439.0,414.0,453.0,54244.0,50835.0,56223.0,22882.0,22837.0,23052.0,42.0,43.0,47.0,999.0,959.0,995.0,434.0,426.0,529.0,79.3
7,8,2018-11-11 04:54:29,2018-11-11 04:54:39,10,,8164.0,455.0,431.5,473.5,59392.0,56254.0,61836.0,22826.0,22783.0,22996.0,44.0,44.0,48.0,998.0,961.0,996.0,434.0,426.0,529.0,79.3
8,9,2018-11-11 04:54:40,2018-11-11 04:55:04,24,,8739.0,504.0,483.5,524.0,70253.0,67623.0,72928.5,22703.0,22669.0,22854.0,47.0,48.0,51.0,998.0,962.0,995.0,434.0,426.0,529.0,79.3
9,8,2018-11-11 04:55:05,2018-11-11 05:08:14,789,,10220.0,524.0,499.0,535.0,75513.0,71765.0,77159.0,22691.0,22652.0,22818.0,50.0,50.0,57.0,991.0,934.0,979.0,461.0,450.0,536.0,79.3
8,9,2018-11-11 05:08:15,2018-11-11 05:12:49,274,,10286.0,460.0,437.0,504.0,64216.0,60931.0,70396.0,22917.0,22796.0,23084.0,47.0,59.0,57.0,963.0,884.0,983.0,461.0,450.0,536.0,79.8
9,8,2018-11-11 05:12:50,2018-11-11 06:09:39,3409,,11178.0,494.0,501.0,520.0,71071.0,72123.0,74840.0,22751.0,22762.0,22934.0,53.0,53.0,55.0,948.0,924.0,965.0,500.0,388.0,559.0,79.8
8,9,2018-11-11 06:09:40,2018-11-11 06:11:39,119,,10836.0,464.0,433.0,460.0,64760.0,60492.0,64170.0,22882.0,22841.0,22943.0,52.0,55.0,60.0,950.0,871.0,936.0,450.0,388.0,557.0,78.7
9,8,2018-11-11 06:11:40,2018-11-11 06:46:44,2104,,11469.5,509.0,514.0,501.0,73248.5,73998.0,72184.5,22786.0,22818.0,22896.0,58.0,52.0,56.0,952.0,931.0,930.0,450.0,390.0,503.0,78.2
8,9,2018-11-11 06:46:45,2018-11-11 06:56:00,555,,8440.0,507.0,514.0,477.0,70722.0,71738.0,66603.0,22680.0,22787.0,22768.0,54.0,42.0,47.0,994.0,999.0,981.0,450.0,392.0,502.0,78.7
9,10,2018-11-11 06:56:01,2018-11-11 07:30:52,2091,,9252.0,526.0,512.0,513.0,75686.0,73753.0,73881.0,22735.0,22769.0,22855.0,53.0,49.0,53.0,992.0,982.0,987.0,351.0,619.0,584.0,78.7
10,9,2018-11-11 07:30:53,2018-11-11 09:48:03,8230,,10240.0,519.0,511.0,530.0,77289.0,76106.0,78944.0,22691.0,22719.0,22835.0,56.0,56.0,57.0,981.0,965.0,983.0,627.0,745.0,703.0,80.4
9,10,2018-11-11 09:48:04,2018-11-11 09:51:18,194,,10895.0,443.0,448.0,473.0,63731.0,64571.0,68073.0,22853.0,22920.0,23085.0,58.0,62.0,58.0,923.0,913.0,960.0,628.0,659.0,660.0,80.4
10,9,2018-11-11 09:51:19,2018-11-11 10:18:26,1627,,11600.0,497.0,488.0,502.0,74013.5,72736.5,74835.0,22778.0,22838.5,22947.0,60.0,59.0,62.0,949.0,916.0,948.0,524.0,538.0,594.0,79.4
9,8,2018-11-11 10:18:27,2018-11-11 10:19:04,37,,10426.0,455.0,505.0,521.0,65508.0,72363.0,74816.0,22721.0,22818.0,23037.0,55.0,61.0,52.0,927.0,953.0,990.0,524.0,539.0,579.0,79.4
